al_#,Title,AL# FY,Agency,Sub-agency,FPI GWO,GWO ID
66.123,Geographic Programs - Puget Sound Action Agenda: Technical Investigations and Implementation Assistance Program,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.124,Geographic Programs ''' Coastal Wetlands Planning Protection and Restoration Act,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.126,Geographic Programs - San Francisco Bay Water Quality Improvement Fund,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.129,Geographic Programs - Southeast New England Coastal Watershed Restoration Program,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.13,Geographic Programs - Gulf Coast Ecosystem Restoration Council Comprehensive Plan Component,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.437,Geographic Programs ''' Long Island Sound Program,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.441,Healthy Watersheds Consortium Grant Program ,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.456,National Estuary Program,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.461,Regional Wetland Program Development Grants,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.462,National Wetland Program Development Grants and Five-Star Restoration Training Grant,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.466,Geographic Programs - Chesapeake Bay Program,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.481,Geographic Programs ''' Lake Champlain Basin Program,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.484,Geographic Programs - South Florida Geographic Initiatives Program,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.962,Geographic Programs - Columbia River Basin Restoration (CRBR) Program,FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
66.964,"Geographic Programs - Chesapeake Bay Program Implementation, Regulatory/Accountability and Monitoring Grants",FY24,Environmental Protection Agency,N/A,Improve Water Resource and Ecosystem Management,Q4
10.072,Wetlands Reserve Program,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Water Resource and Ecosystem Management,Q4
10.097,Water-Saving Commodities Grant,FY24,Department of Agriculture,Farm Service Agency,Improve Water Resource and Ecosystem Management,Q4
10.693,Watershed Restoration and Enhancement Agreement Authority,FY24,Department of Agriculture,Forest Service,Improve Water Resource and Ecosystem Management,Q4
10.721,Infrastructure Investment and Jobs Act Temporary Bridge Program,FY24,Department of Agriculture,Forest Service,Improve Water Resource and Ecosystem Management,Q4
10.904,Watershed Protection and Flood Prevention,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Water Resource and Ecosystem Management,Q4
10.928,Emergency Watershed Protection Program - Floodplain Easements ''' Disaster Relief Appropriations Act ,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Water Resource and Ecosystem Management,Q4
10.929,Water Bank Program,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Water Resource and Ecosystem Management,Q4
10.933,Wetland Mitigation Banking Program,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Water Resource and Ecosystem Management,Q4
10.912,Environmental Quality Incentives Program,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Water Resource and Ecosystem Management,Q4
10.917,Agricultural Management Assistance,FY24,Department of Agriculture,Natural Resources Conservation Service,Improve Water Resource and Ecosystem Management,Q4
11.419,Coastal Zone Management Administration Awards,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Water Resource and Ecosystem Management,Q4
11.436,Columbia River Fisheries Development Program,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Water Resource and Ecosystem Management,Q4
11.463,Habitat Conservation,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Water Resource and Ecosystem Management,Q4
11.482,Coral Reef Conservation Program,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Water Resource and Ecosystem Management,Q4
11.483,NOAA Programs for Disaster Relief Appropriations Act - Non-construction and Construction,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Water Resource and Ecosystem Management,Q4
11.999,Marine Debris Program,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Improve Water Resource and Ecosystem Management,Q4
15.578,Multiyear Drought Mitigation in Other Reclamation River Basins Program,New for FY25,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.581,Water Resources Development Act,New for FY25,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
15.583,Truckee-Carson Basins Research and Data Collection,New for FY25,Department of the Interior,Bureau of Reclamation,Improve Water Resource and Ecosystem Management,Q4
20.276,"National Culvert Removal, Replacement, & Restoration Grant",New for FY25,Department of Transportation,Federal Highway Administration (FHWA),Improve Water Resource and Ecosystem Management,Q4
15.948,National Fire Plan-Wildland Urban Interface Community Fire Assistance,FY24,Department of the Interior,National Park Service,Eliminate Wildfires,Q5
15.031,Indian Community Fire Protection,FY24,Department of the Interior,Bureau of Indian Education,Eliminate Wildfires,Q5
15.16,BIA Wildland Urban Interface Community Fire Assistance,FY24,Department of the Interior,Bureau of Indian Education,Eliminate Wildfires,Q5
15.228,BLM Fuels Management and Community Fire Assistance Program Activities,FY24,Department of the Interior,Bureau of Land Management,Eliminate Wildfires,Q5
15.232,Joint Fire Science Program,FY24,Department of the Interior,Bureau of Land Management,Eliminate Wildfires,Q5
15.969,National Wildland Fire Management and Natural Resource Training and Workforce Development,FY24,Department of the Interior,National Park Service,Eliminate Wildfires,Q5
10.694,Southwest Forest Health and Wildfire Prevention,FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.697,State & Private Forestry Hazardous Fuel Reduction Program,FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.698,State & Private Forestry Cooperative Fire Assistance,FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.703,Cooperative Fire Protection Agreement,FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.715,Infrastructure Investment and Jobs Act Collaborative Forest Landscape Restoration Program,FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.716,Infrastructure Investment and Jobs Act Prescribed Fire/Fire Recovery,FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.717,Infrastructure Investment and Jobs Act Restoration/Revegetation,FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.718,Infrastructure Investment and Jobs Act Capital Maintenance and Improvement,FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.72,Infrastructure Investment and Jobs Act Community Wildfire Defense Grants,FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.724,Wildfire Crisis Strategy Landscapes,FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.732,"Bipartisan Infrastructure Law State, Private & Tribal Agreements",FY24,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
10.738,Collaborative Forest Landscape Restoration,New for FY25,Department of Agriculture,Forest Service,Eliminate Wildfires,Q5
15.087,Fire Protection Cooperative Agreement,New for FY25,Department of the Interior,Bureau of Indian Affairs,Eliminate Wildfires,Q5
15.611,Wildlife Restoration and Basic Hunter Education and Safety,FY24,Department of the Interior,Fish and Wildlife Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.622,Sportfishing and Boating Safety Act,FY24,Department of the Interior,Fish and Wildlife Service,Experience America's Natural Beauty and Public Landscapes,Q6
12.801,Air Force Academy Athletic Programs,FY24,Department of Defense,Department of the Air Force,Experience America's Natural Beauty and Public Landscapes,Q6
15.225,Recreation and Visitor Services,FY24,Department of the Interior,Bureau of Land Management,Experience America's Natural Beauty and Public Landscapes,Q6
15.406,National Park Service Centennial Challenge,FY24,Department of the Interior,National Park Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.524,Recreation Resources Management,FY24,Department of the Interior,Bureau of Reclamation,Experience America's Natural Beauty and Public Landscapes,Q6
15.55,FISH-ABLE Fun with Reclamation,FY24,Department of the Interior,Bureau of Reclamation,Experience America's Natural Beauty and Public Landscapes,Q6
15.605,Sport Fish Restoration ,FY24,Department of the Interior,Fish and Wildlife Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.626,Enhanced Hunter Education and Safety ,FY24,Department of the Interior,Fish and Wildlife Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.628,Multistate Conservation Grant ,FY24,Department of the Interior,Fish and Wildlife Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.653,National Outreach and Communication ,FY24,Department of the Interior,Fish and Wildlife Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.654,National Wildlife Refuge System Enhancements,FY24,Department of the Interior,Fish and Wildlife Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.916,"Outdoor Recreation Acquisition, Development and Planning",FY24,Department of the Interior,National Park Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.921,"Rivers, Trails and Conservation Assistance",FY24,Department of the Interior,National Park Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.93,Chesapeake Bay Gateways Network,FY24,Department of the Interior,National Park Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.935,National Trails System Projects,FY24,Department of the Interior,National Park Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.941,Mississippi National River and Recreation Area State and Local Assistance,FY24,Department of the Interior,National Park Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.943,Challenge Cost Share,FY24,Department of the Interior,National Park Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.954,"National Park Service Conservation, Protection, Outreach, and Education",FY24,Department of the Interior,National Park Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.956,Cooperative Management of Ebey's Landing National Historical Reserve.,FY24,Department of the Interior,National Park Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.965,Groundwork - Brownfield to Greenspace,FY24,Department of the Interior,National Park Service,Experience America's Natural Beauty and Public Landscapes,Q6
15.978,Upper Mississippi River Restoration Long Term Resource Monitoring,FY24,Department of the Interior,U. S. Geological Survey,Experience America's Natural Beauty and Public Landscapes,Q6
